-0.27598,-0.13965,0.69003
-0.2759,-0.14198,0.695
-0.27185,-0.15119,0.70119
-0.27517,-0.13508,0.68448
-0.27516,-0.12799,0.7073
-0.27513,-0.13554,0.70451
-0.26471,-0.14127,0.70625
-0.19435,-0.21353,0.48778
-0.18267,-0.22605,0.4902
-0.27544,-0.1189,0.68888
-0.27674,-0.11579,0.70108
-0.27645,-0.11993,0.70156
-0.27077,-0.12482,0.71036
-0.26045,-0.14446,0.70496
-0.24864,-0.15636,0.69995
-0.092158,-0.32288,0.020963
-0.20281,-0.19924,0.48596
-0.2003,-0.1965,0.49243
-0.1934,-0.20543,0.49757
-0.19159,-0.1953,0.50602
-0.18533,-0.21191,0.49988
-0.2769,-0.10283,0.70399
-0.27639,-0.10235,0.70712
-0.2718,-0.10693,0.7149
-0.26973,-0.11282,0.71406
-0.25395,-0.12585,0.71228
-0.24264,-0.14516,0.70491
-0.23002,-0.1544,0.70082
-0.087992,-0.31006,0.005325
-0.087651,-0.30901,0.014073
-0.087941,-0.3099,0.013083
-0.090133,-0.31665,0.029642
-0.08909,-0.31344,0.040505
-0.086318,-0.31172,0.064227
-0.085681,-0.30915,0.07439
-0.2117,-0.1637,0.4954
-0.20832,-0.1693,0.49948
-0.20332,-0.17657,0.50568
-0.19598,-0.19359,0.50312
-0.1862,-0.18979,0.50469
-0.1736,-0.21415,0.49408
-0.13856,-0.24381,0.46412
-0.27574,-0.086254,0.69842
-0.27573,-0.097504,0.6962
-0.27678,-0.090128,0.70788
-0.26678,-0.10163,0.71841
-0.26342,-0.11116,0.71608
-0.25848,-0.10681,0.71763
-0.24595,-0.13011,0.71108
-0.23836,-0.13384,0.70992
-0.084131,-0.29818,0.012458
-0.084986,-0.30081,0.025808
-0.086648,-0.30592,0.038927
-0.085764,-0.3032,0.039286
-0.082599,-0.30143,0.057404
-0.0843,-0.30614,0.063339
-0.082845,-0.30211,0.068022
-0.084154,-0.30445,0.080368
-0.063999,-0.32208,0.073675
-0.21153,-0.14924,0.50056
-0.20676,-0.14981,0.50881
-0.2037,-0.1608,0.51052
-0.20173,-0.16501,0.51258
-0.19184,-0.16743,0.51119
-0.1772,-0.20137,0.49826
-0.1583,-0.20741,0.48954
-0.27525,-0.074769,0.69718
-0.27675,-0.080764,0.70504
-0.27544,-0.07337,0.71792
-0.27427,-0.074192,0.72016
-0.26731,-0.089957,0.72064
-0.25795,-0.098569,0.71999
-0.25264,-0.099698,0.71986
-0.23598,-0.12017,0.71395
-0.22203,-0.13671,0.70839
-0.21444,-0.13811,0.70739
-0.081663,-0.29058,0.0050532
-0.081335,-0.28957,0.018838
-0.082076,-0.29185,0.032453
-0.082894,-0.29437,0.039618
-0.079347,-0.29242,0.054514
-0.079286,-0.29225,0.0552
-0.07851,-0.28788,0.077644
-0.080626,-0.2936,0.088009
-0.080678,-0.29376,0.082311
-0.078791,-0.28795,0.10209
-0.21333,-0.13562,0.50197
-0.20763,-0.13263,0.51313
-0.20564,-0.14544,0.51231
-0.18898,-0.1612,0.51057
-0.18945,-0.17075,0.50992
-0.1644,-0.19184,0.49567
-0.14003,-0.21628,0.48045
-0.12811,-0.23289,0.46789
-0.27555,-0.061174,0.70084
-0.27701,-0.056365,0.7112
-0.27589,-0.061014,0.71709
-0.27583,-0.058403,0.71784
-0.27025,-0.067387,0.72279
-0.26529,-0.076522,0.72309
-0.2494,-0.090961,0.72168
-0.24979,-0.10063,0.71961
-0.22938,-0.10941,0.71704
-0.22185,-0.11736,0.71451
-0.075788,-0.28182,0.01268
-0.077789,-0.27866,0.023946
-0.079412,-0.28365,0.028438
-0.064905,-0.2823,0.032741
-0.076733,-0.28475,0.04517
-0.07296,-0.28073,0.060728
-0.076974,-0.28363,0.077648
-0.075533,-0.27935,0.078869
-0.074429,-0.27452,0.095759
-0.072897,-0.2834,0.10538
-0.066727,-0.28603,0.10519
-0.21513,-0.12491,0.50098
-0.2093,-0.12803,0.51122
-0.20928,-0.12927,0.51116
-0.20458,-0.13716,0.51701
-0.18621,-0.15436,0.51005
-0.17027,-0.16479,0.50265
-0.15459,-0.18361,0.49427
-0.14208,-0.19674,0.48646
-0.13609,-0.20631,0.48167
-0.27519,-0.042674,0.70048
-0.27645,-0.04526,0.71534
-0.2742,-0.039102,0.72399
-0.2718,-0.05166,0.72394
-0.2608,-0.065238,0.72509
