-0.29307,-0.1246,0.48768
-0.28862,-0.15511,0.44148
-0.29324,-0.096292,0.48768
-0.26573,-0.24972,0.4159
-0.2735,-0.22247,0.47694
-0.27435,-0.11448,0.48768
-0.28781,-0.017106,0.48768
-0.29303,0.14737,0.019836
-0.25763,-0.25202,0.48768
-0.26168,-0.14707,0.48768
-0.2755,-0.027627,0.48768
-0.28639,0.087706,0.48768
-0.24282,-0.25237,0.44311
-0.25415,-0.19605,0.48768
-0.26071,-0.089277,0.48768
-0.26744,0.024196,0.48768
-0.25029,-0.11571,0.1072
-0.2414,-0.25237,0.46013
-0.24381,-0.17764,0.48768
-0.25117,-0.068462,0.48768
-0.26161,0.058546,0.48768
-0.27562,0.17742,0.48768
-0.23256,-0.25237,0.42912
-0.2288,-0.20591,0.48768
-0.24546,-0.095447,0.48768
-0.25228,0.0065421,0.48768
-0.26271,0.14844,0.48768
-0.2351,-0.093378,0.10901
-0.22291,-0.25237,0.48606
-0.22674,-0.15853,0.48768
-0.23868,-0.050507,0.48768
-0.24955,0.072188,0.48768
-0.25123,0.20304,0.48768
-0.20446,-0.27169,0.45932
-0.20232,-0.31032,0.57772
-0.2069,-0.25248,0.61717
-0.23174,0.014814,0.48768
-0.241,0.13932,0.48768
-0.21477,-0.091059,0.11029
-0.20177,-0.27169,0.48502
-0.19516,-0.31032,0.60741
-0.21379,-0.069493,0.48768
-0.22739,0.061864,0.48768
-0.23337,0.18173,0.48768
-0.20614,-0.071089,0.11162
-0.18715,-0.27169,0.4882
-0.18715,-0.31032,0.6223
-0.2098,-0.061914,0.48768
-0.21881,0.063538,0.48768
-0.21824,0.18927,0.48768
-0.20296,0.077858,0.063379
-0.17864,-0.26206,0.48775
-0.1928,-0.1598,0.48768
-0.1998,-0.06187,0.48768
-0.20448,0.060031,0.48768
-0.21836,0.19966,0.48768
-0.21667,0.23047,0.5594
-0.18836,-0.058988,0.11316
-0.17342,-0.27169,0.47238
-0.1741,-0.19488,0.48768
-0.1758,-0.27076,0.65997
-0.19237,0.039467,0.48768
-0.20293,0.16412,0.48768
-0.20454,0.23047,0.53919
-0.20408,0.26944,0.62289
-0.18182,0.062499,0.083921
-0.16469,-0.2661,0.48768
-0.17376,-0.16996,0.48768
-0.16082,-0.26824,0.6713
-0.18717,0.054768,0.48768
-0.19453,0.19562,0.48768
-0.19045,0.23047,0.61092
-0.16463,-0.10215,0.11272
-0.17235,0.055622,0.10289
-0.15467,-0.26054,0.48768
-0.16174,-0.14929,0.48768
-0.1572,-0.26862,0.67372
-0.17387,0.078389,0.48768
-0.17747,0.21082,0.48768
-0.15017,-0.095198,0.090339
-0.163,0.04883,0.069231
-0.14169,-0.27169,0.46892
-0.1543,-0.18696,0.48768
-0.13991,-0.31032,0.68093
-0.15976,0.041861,0.48768
-0.16524,0.16082,0.48768
-0.16953,0.25195,0.66547
-0.1485,-0.060464,0.1154
-0.1337,-0.25237,0.41141
-0.13517,-0.2384,0.48768
-0.14763,-0.13899,0.48768
-0.14959,-0.019885,0.48768
-0.15627,0.094467,0.48768
-0.16323,0.23773,0.48768
-0.13379,-0.083297,0.090762
-0.13709,0.03,0.087879
-0.13094,-0.27169,0.46814
-0.1265,-0.1946,0.48768
-0.12488,-0.31032,0.67279
-0.14507,0.034596,0.48768
-0.14979,0.15228,0.48768
-0.14754,0.24589,0.67864
-0.12742,-0.057604,0.11674
-0.12685,0.042034,0.11803
-0.11699,-0.24191,0.48768
-0.11939,-0.14414,0.48768
-0.12002,-0.26895,0.68779
-0.1372,0.08955,0.48768
-0.13683,0.22644,0.48768
-0.11491,-0.06958,0.088689
-0.11659,-0.0024126,0.11968
-0.1095,-0.27169,0.47362
-0.11111,-0.18537,0.48768
-0.10713,-0.31032,0.68477
-0.11874,0.039754,0.48768
-0.12205,0.17461,0.48768
-0.12524,0.26293,0.68675
-0.10937,-0.039858,0.11853
-0.11572,0.056014,0.11809
-0.1022,-0.23314,0.48768
-0.10851,-0.12077,0.48768
-0.10055,-0.25482,0.69017
-0.11268,0.1176,0.48768
-0.11635,0.23047,0.67094
-0.10282,-0.0608,0.11533
-0.094936,-0.0042398,0.15968
-0.088407,-0.26107,0.48768
-0.095948,-0.14894,0.48768
-0.093875,-0.28249,0.69047
-0.098402,0.070688,0.48768
-0.10975,0.20545,0.48768
-0.088707,-0.050545,0.084422
-0.085024,-0.020789,0.15614
-0.085452,-0.27169,0.48296
-0.089018,-0.17907,0.48768
-0.085082,-0.30369,0.69047
-0.094997,0.056376,0.48768
-0.093421,0.18262,0.48768
-0.080039,-0.044247,0.085514
-0.074329,-0.028004,0.16354
-0.071848,-0.27169,0.48256
-0.071837,-0.16401,0.48768
-0.070455,-0.2928,0.69047
-0.078818,0.064896,0.48768
-0.085969,0.19233,0.48768
-0.087782,0.28757,0.69047
-0.073894,-0.028184,0.13577
-0.067322,-0.27169,0.46494
-0.067002,-0.19632,0.48768
